"","pb","altitude","aspect1","preciptn","roughness1","slope","tempAvg","tempMin"
"2072",1,NA,NA,NA,NA,NA,NA,NA
"2073",1,33,347.822875976562,279,160,583120.0625,258,220
"2074",1,NA,NA,NA,NA,NA,NA,NA
"2075",1,NA,NA,NA,NA,NA,NA,NA
"2076",1,NA,NA,NA,NA,NA,NA,NA
"2077",1,NA,NA,NA,NA,NA,NA,NA
"2078",1,NA,NA,NA,NA,NA,NA,NA
"2079",1,NA,NA,NA,NA,NA,NA,NA
"2080",1,NA,NA,NA,NA,NA,NA,NA
"2081",1,NA,NA,NA,NA,NA,NA,NA
"2082",1,NA,NA,NA,NA,NA,NA,NA
"2083",1,NA,NA,NA,NA,NA,NA,NA
"2084",1,NA,NA,NA,NA,NA,NA,NA
"2085",1,NA,NA,NA,NA,NA,NA,NA
"2086",1,NA,NA,NA,NA,NA,NA,NA
"2087",1,NA,NA,NA,NA,NA,NA,NA
"2088",1,NA,NA,NA,NA,NA,NA,NA
"2089",1,NA,NA,NA,NA,NA,NA,NA
"2090",1,NA,NA,NA,NA,NA,NA,NA
"2091",1,NA,NA,NA,NA,NA,NA,NA
"2092",1,NA,NA,NA,NA,NA,NA,NA
"2093",1,NA,NA,NA,NA,NA,NA,NA
"2094",1,NA,NA,NA,NA,NA,NA,NA
"2095",1,NA,NA,NA,NA,NA,NA,NA
"2096",1,NA,NA,NA,NA,NA,NA,NA
"2097",1,NA,NA,NA,NA,NA,NA,NA
"2098",1,NA,NA,NA,NA,NA,NA,NA
"2099",1,NA,NA,NA,NA,NA,NA,NA
"2100",1,NA,NA,NA,NA,NA,NA,NA
"2101",1,NA,NA,NA,NA,NA,NA,NA
"2102",1,NA,NA,NA,NA,NA,NA,NA
"2103",1,NA,NA,NA,NA,NA,NA,NA
"2104",1,NA,NA,NA,NA,NA,NA,NA
"2105",1,NA,NA,NA,NA,NA,NA,NA
"2106",1,NA,NA,NA,NA,NA,NA,NA
"2107",1,NA,NA,NA,NA,NA,NA,NA
"2108",1,NA,NA,NA,NA,NA,NA,NA
"2109",1,NA,NA,NA,NA,NA,NA,NA
"2110",1,NA,NA,NA,NA,NA,NA,NA
"2111",1,NA,NA,NA,NA,NA,NA,NA
"2112",1,NA,NA,NA,NA,NA,NA,NA
"2113",1,NA,NA,NA,NA,NA,NA,NA
"2114",1,NA,NA,NA,NA,NA,NA,NA
"2115",1,NA,NA,NA,NA,NA,NA,NA
"2116",1,NA,NA,NA,NA,NA,NA,NA
"2117",1,NA,NA,NA,NA,NA,NA,NA
"2118",1,NA,NA,NA,NA,NA,NA,NA
"2119",1,NA,NA,NA,NA,NA,NA,NA
"2120",1,NA,NA,NA,NA,NA,NA,NA
"2121",1,NA,NA,NA,NA,NA,NA,NA
"2122",1,NA,NA,NA,NA,NA,NA,NA
"2123",1,NA,NA,NA,NA,NA,NA,NA
"2124",1,NA,NA,NA,NA,NA,NA,NA
"2125",1,NA,NA,NA,NA,NA,NA,NA
"2126",1,NA,NA,NA,NA,NA,NA,NA
"2127",1,NA,NA,NA,NA,NA,NA,NA
"2128",1,NA,NA,NA,NA,NA,NA,NA
"2129",1,NA,NA,NA,NA,NA,NA,NA
"2130",1,NA,NA,NA,NA,NA,NA,NA
"2131",1,NA,NA,NA,NA,NA,NA,NA
"2132",1,NA,NA,NA,NA,NA,NA,NA
"2133",1,NA,NA,NA,NA,NA,NA,NA
"2134",1,NA,NA,NA,NA,NA,NA,NA
"2135",1,NA,NA,NA,NA,NA,NA,NA
"2136",1,NA,NA,NA,NA,NA,NA,NA
"2137",1,NA,NA,NA,NA,NA,NA,NA
"2138",1,NA,NA,NA,NA,NA,NA,NA
"2139",1,NA,NA,NA,NA,NA,NA,NA
"2140",1,NA,NA,NA,NA,NA,NA,NA
"2141",1,NA,NA,NA,NA,NA,NA,NA
"2142",1,NA,NA,NA,NA,NA,NA,NA
"2143",1,NA,NA,NA,NA,NA,NA,NA
"2144",1,NA,NA,NA,NA,NA,NA,NA
"2145",1,NA,NA,NA,NA,NA,NA,NA
"2146",1,NA,NA,NA,NA,NA,NA,NA
"2147",1,NA,NA,NA,NA,NA,NA,NA
"2148",1,NA,NA,NA,NA,NA,NA,NA
"2149",1,NA,NA,NA,NA,NA,NA,NA
"2150",1,NA,NA,NA,NA,NA,NA,NA
"2151",1,NA,NA,NA,NA,NA,NA,NA
"2152",1,NA,NA,NA,NA,NA,NA,NA
"2153",1,NA,NA,NA,NA,NA,NA,NA
"2154",1,NA,NA,NA,NA,NA,NA,NA
"2155",1,NA,NA,NA,NA,NA,NA,NA
"2156",1,NA,NA,NA,NA,NA,NA,NA
"2157",1,NA,NA,NA,NA,NA,NA,NA
"2158",1,NA,NA,NA,NA,NA,NA,NA
"2159",1,NA,NA,NA,NA,NA,NA,NA
"2160",1,NA,NA,NA,NA,NA,NA,NA
"2161",1,71,267.397430419922,187,19,66068.1484375,255,207
"2162",1,NA,NA,NA,NA,NA,NA,NA
"2163",1,NA,NA,NA,NA,NA,NA,NA
"2164",1,NA,NA,NA,NA,NA,NA,NA
"2165",1,NA,NA,NA,NA,NA,NA,NA
"2166",1,NA,NA,NA,NA,NA,NA,NA
"2167",1,NA,NA,NA,NA,NA,NA,NA
"2168",1,NA,NA,NA,NA,NA,NA,NA
"2169",1,71,267.397430419922,187,19,66068.1484375,255,207
"2170",1,10,124.380340576172,255,21,34532.59375,251,223
"2171",1,48,127.647621154785,357,31,66306.109375,256,227
"2172",1,48,127.647621154785,357,31,66306.109375,256,227
"2173",1,NA,NA,NA,NA,NA,NA,NA
"2174",1,157,297.999908447266,320,103,348265,245,214
"2175",1,159,250.529693603516,179,96,315014.28125,243,201
"2176",1,155,75.9422607421875,177,248,969536.25,243,201
"2177",1,155,75.9422607421875,177,248,969536.25,243,201
"2178",1,155,75.9422607421875,177,248,969536.25,243,201
"2179",1,159,250.529693603516,179,96,315014.28125,243,201
"2180",1,781,124.921081542969,223,338,1587918.5,214,168
"2181",1,781,124.921081542969,223,338,1587918.5,214,168
"2182",1,159,250.529693603516,179,96,315014.28125,243,201
"2183",1,781,124.921081542969,223,338,1587918.5,214,168
"2184",1,781,124.921081542969,223,338,1587918.5,214,168
"2185",1,159,250.529693603516,179,96,315014.28125,243,201
"2186",1,NA,NA,NA,NA,NA,NA,NA
"2187",1,NA,NA,NA,NA,NA,NA,NA
"2188",1,NA,NA,NA,NA,NA,NA,NA
"2189",1,NA,NA,NA,NA,NA,NA,NA
"2190",1,NA,NA,NA,NA,NA,NA,NA
"2191",1,NA,NA,NA,NA,NA,NA,NA
"2192",1,NA,NA,NA,NA,NA,NA,NA
"2193",1,NA,NA,NA,NA,NA,NA,NA
"2194",1,NA,NA,NA,NA,NA,NA,NA
"2195",1,NA,NA,NA,NA,NA,NA,NA
"2196",1,NA,NA,NA,NA,NA,NA,NA
"2197",1,NA,NA,NA,NA,NA,NA,NA
"2198",1,NA,NA,NA,NA,NA,NA,NA
"2199",1,NA,NA,NA,NA,NA,NA,NA
"2200",1,NA,NA,NA,NA,NA,NA,NA
"2201",1,NA,NA,NA,NA,NA,NA,NA
"2202",1,NA,NA,NA,NA,NA,NA,NA
"2203",1,NA,NA,NA,NA,NA,NA,NA
"2204",1,NA,NA,NA,NA,NA,NA,NA
"2205",1,NA,NA,NA,NA,NA,NA,NA
"2206",1,NA,NA,NA,NA,NA,NA,NA
"2207",1,NA,NA,NA,NA,NA,NA,NA
"2208",1,NA,NA,NA,NA,NA,NA,NA
"2209",1,NA,NA,NA,NA,NA,NA,NA
"2210",1,NA,NA,NA,NA,NA,NA,NA
"2211",1,NA,NA,NA,NA,NA,NA,NA
"2212",1,NA,NA,NA,NA,NA,NA,NA
"2213",1,NA,NA,NA,NA,NA,NA,NA
"2214",1,NA,NA,NA,NA,NA,NA,NA
"2215",1,NA,NA,NA,NA,NA,NA,NA
"2216",1,NA,NA,NA,NA,NA,NA,NA
"2217",1,33,347.822875976562,279,160,583120.0625,258,220
"2218",1,NA,NA,NA,NA,NA,NA,NA
"2219",1,NA,NA,NA,NA,NA,NA,NA
"2220",1,NA,NA,NA,NA,NA,NA,NA
"2221",1,NA,NA,NA,NA,NA,NA,NA
"2222",1,NA,NA,NA,NA,NA,NA,NA
"2223",1,265,99.1557464599609,116,224,829569.1875,251,202
"2224",1,265,99.1557464599609,116,224,829569.1875,251,202
"2225",1,265,99.1557464599609,116,224,829569.1875,251,202
"2226",1,781,124.921081542969,223,338,1587918.5,214,168
"2227",1,781,124.921081542969,223,338,1587918.5,214,168
"2228",1,781,124.921081542969,223,338,1587918.5,214,168
"2229",1,159,250.529693603516,179,96,315014.28125,243,201
"2230",1,159,250.529693603516,179,96,315014.28125,243,201
"2231",1,1021,126.724105834961,251,358,1179003.875,195,151
"2232",1,159,250.529693603516,179,96,315014.28125,243,201
"2233",1,159,250.529693603516,179,96,315014.28125,243,201
"2234",1,155,75.9422607421875,177,248,969536.25,243,201
"2235",1,155,75.9422607421875,177,248,969536.25,243,201
"2236",1,781,124.921081542969,223,338,1587918.5,214,168
"2237",1,1021,126.724105834961,251,358,1179003.875,195,151
"2238",1,NA,NA,NA,NA,NA,NA,NA
"2239",1,NA,NA,NA,NA,NA,NA,NA
"2240",1,NA,NA,NA,NA,NA,NA,NA
"2241",1,265,99.1557464599609,116,224,829569.1875,251,202
"2242",1,265,99.1557464599609,116,224,829569.1875,251,202
"2243",1,NA,NA,NA,NA,NA,NA,NA
"2244",1,265,99.1557464599609,116,224,829569.1875,251,202
"2245",1,NA,NA,NA,NA,NA,NA,NA
"2246",1,NA,NA,NA,NA,NA,NA,NA
"2247",1,NA,NA,NA,NA,NA,NA,NA
"2248",1,NA,NA,NA,NA,NA,NA,NA
"2249",1,159,250.529693603516,179,96,315014.28125,243,201
"2250",1,159,250.529693603516,179,96,315014.28125,243,201
"2251",1,781,124.921081542969,223,338,1587918.5,214,168
"2252",1,781,124.921081542969,223,338,1587918.5,214,168
"2253",1,781,124.921081542969,223,338,1587918.5,214,168
"2254",1,781,124.921081542969,223,338,1587918.5,214,168
"2255",1,155,75.9422607421875,177,248,969536.25,243,201
"2256",1,155,75.9422607421875,177,248,969536.25,243,201
"2257",1,155,75.9422607421875,177,248,969536.25,243,201
"2258",1,159,250.529693603516,179,96,315014.28125,243,201
"2259",1,159,250.529693603516,179,96,315014.28125,243,201
"2260",1,NA,NA,NA,NA,NA,NA,NA
"2261",1,NA,NA,NA,NA,NA,NA,NA
"2262",1,NA,NA,NA,NA,NA,NA,NA
"2263",1,781,124.921081542969,223,338,1587918.5,214,168
"2264",1,NA,NA,NA,NA,NA,NA,NA
"2265",1,NA,NA,NA,NA,NA,NA,NA
"2266",1,781,124.921081542969,223,338,1587918.5,214,168
"2267",1,781,124.921081542969,223,338,1587918.5,214,168
"2268",1,155,75.9422607421875,177,248,969536.25,243,201
"2269",1,155,75.9422607421875,177,248,969536.25,243,201
"2270",1,155,75.9422607421875,177,248,969536.25,243,201
"2271",1,155,75.9422607421875,177,248,969536.25,243,201
"2272",1,155,75.9422607421875,177,248,969536.25,243,201
"2273",1,155,75.9422607421875,177,248,969536.25,243,201
"2274",1,265,99.1557464599609,116,224,829569.1875,251,202
"2275",1,265,99.1557464599609,116,224,829569.1875,251,202
"2276",1,265,99.1557464599609,116,224,829569.1875,251,202
"2277",1,1021,126.724105834961,251,358,1179003.875,195,151
"2278",1,33,347.822875976562,279,160,583120.0625,258,220
"2279",1,33,347.822875976562,279,160,583120.0625,258,220
"2280",1,33,347.822875976562,279,160,583120.0625,258,220
"2281",1,33,347.822875976562,279,160,583120.0625,258,220
"2282",1,33,347.822875976562,279,160,583120.0625,258,220
"2283",1,33,347.822875976562,279,160,583120.0625,258,220
"2284",1,11,161.565048217773,329,9,4743.41650390625,257,229
"2285",1,33,347.822875976562,279,160,583120.0625,258,220
"2286",1,33,347.822875976562,279,160,583120.0625,258,220
"2287",1,NA,NA,NA,NA,NA,NA,NA
"2288",1,NA,NA,NA,NA,NA,NA,NA
"2289",1,NA,NA,NA,NA,NA,NA,NA
"2290",1,NA,NA,NA,NA,NA,NA,NA
"2291",1,NA,NA,NA,NA,NA,NA,NA
"2292",1,33,347.822875976562,279,160,583120.0625,258,220
"2293",1,33,347.822875976562,279,160,583120.0625,258,220
"2294",1,33,347.822875976562,279,160,583120.0625,258,220
"2295",1,NA,NA,NA,NA,NA,NA,NA
"2296",1,NA,NA,NA,NA,NA,NA,NA
"2297",1,NA,NA,NA,NA,NA,NA,NA
"2298",1,NA,NA,NA,NA,NA,NA,NA
"2299",1,NA,NA,NA,NA,NA,NA,NA
"2300",1,NA,NA,NA,NA,NA,NA,NA
"2301",1,NA,NA,NA,NA,NA,NA,NA
"2302",1,NA,NA,NA,NA,NA,NA,NA
"2303",1,NA,NA,NA,NA,NA,NA,NA
"2304",1,1257,126.060440063477,273,200,191119.078125,180,137
"2305",1,NA,NA,NA,NA,NA,NA,NA
"2306",1,NA,NA,NA,NA,NA,NA,NA
"2307",1,NA,NA,NA,NA,NA,NA,NA
"2308",1,NA,NA,NA,NA,NA,NA,NA
"2309",1,NA,NA,NA,NA,NA,NA,NA
"2310",1,NA,NA,NA,NA,NA,NA,NA
"2311",1,NA,NA,NA,NA,NA,NA,NA
"2312",1,1257,126.060440063477,273,200,191119.078125,180,137
"2313",1,NA,NA,NA,NA,NA,NA,NA
"2314",1,NA,NA,NA,NA,NA,NA,NA
"2315",1,NA,NA,NA,NA,NA,NA,NA
"2316",1,NA,NA,NA,NA,NA,NA,NA
"2317",1,74,117.474433898926,186,46,42267.0078125,253,206
"2318",1,74,117.474433898926,186,46,42267.0078125,253,206
"2319",1,NA,NA,NA,NA,NA,NA,NA
"2320",1,NA,NA,NA,NA,NA,NA,NA
"2321",1,NA,NA,NA,NA,NA,NA,NA
"2322",1,NA,NA,NA,NA,NA,NA,NA
"2323",1,1257,126.060440063477,273,200,191119.078125,180,137
"2324",1,1257,126.060440063477,273,200,191119.078125,180,137
"2325",1,1257,126.060440063477,273,200,191119.078125,180,137
"2326",1,1257,126.060440063477,273,200,191119.078125,180,137
"2327",1,1257,126.060440063477,273,200,191119.078125,180,137
"2328",1,862,211.861526489258,238,268,886585,206,161
"2329",1,1257,126.060440063477,273,200,191119.078125,180,137
"2330",1,1257,126.060440063477,273,200,191119.078125,180,137
"2331",1,159,250.529693603516,179,96,315014.28125,243,201
"2332",1,159,250.529693603516,179,96,315014.28125,243,201
"2333",1,159,250.529693603516,179,96,315014.28125,243,201
"2334",1,159,250.529693603516,179,96,315014.28125,243,201
"2335",1,159,250.529693603516,179,96,315014.28125,243,201
"2336",1,159,250.529693603516,179,96,315014.28125,243,201
"2337",1,159,250.529693603516,179,96,315014.28125,243,201
"2338",1,159,250.529693603516,179,96,315014.28125,243,201
"2339",1,159,250.529693603516,179,96,315014.28125,243,201
"2340",1,159,250.529693603516,179,96,315014.28125,243,201
"2341",1,159,250.529693603516,179,96,315014.28125,243,201
"2342",1,159,250.529693603516,179,96,315014.28125,243,201
"2343",1,159,250.529693603516,179,96,315014.28125,243,201
"2344",1,NA,NA,NA,NA,NA,NA,NA
"2345",1,NA,NA,NA,NA,NA,NA,NA
"2346",1,NA,NA,NA,NA,NA,NA,NA
"2347",1,NA,NA,NA,NA,NA,NA,NA
"2348",1,NA,NA,NA,NA,NA,NA,NA
"2349",1,23,285.724731445312,316,43,160507.015625,257,221
"2350",1,NA,NA,NA,NA,NA,NA,NA
"2351",1,NA,NA,NA,NA,NA,NA,NA
"2352",1,NA,NA,NA,NA,NA,NA,NA
"2353",1,NA,NA,NA,NA,NA,NA,NA
"2354",1,NA,NA,NA,NA,NA,NA,NA
"2355",1,NA,NA,NA,NA,NA,NA,NA
"2356",1,NA,NA,NA,NA,NA,NA,NA
"2357",1,NA,NA,NA,NA,NA,NA,NA
"2358",1,NA,NA,NA,NA,NA,NA,NA
"2359",1,NA,NA,NA,NA,NA,NA,NA
"2360",1,NA,NA,NA,NA,NA,NA,NA
"2361",1,NA,NA,NA,NA,NA,NA,NA
"2362",1,NA,NA,NA,NA,NA,NA,NA
"2363",1,NA,NA,NA,NA,NA,NA,NA
"2364",1,NA,NA,NA,NA,NA,NA,NA
"2365",1,NA,NA,NA,NA,NA,NA,NA
"2366",1,NA,NA,NA,NA,NA,NA,NA
"2367",1,NA,NA,NA,NA,NA,NA,NA
"2368",1,NA,NA,NA,NA,NA,NA,NA
"2369",1,NA,NA,NA,NA,NA,NA,NA
"2370",1,NA,NA,NA,NA,NA,NA,NA
"2371",1,NA,NA,NA,NA,NA,NA,NA
"2372",1,1257,126.060440063477,273,200,191119.078125,180,137
"2373",1,1257,126.060440063477,273,200,191119.078125,180,137
"2374",1,1257,126.060440063477,273,200,191119.078125,180,137
"2375",1,NA,NA,NA,NA,NA,NA,NA
"2376",1,NA,NA,NA,NA,NA,NA,NA
"2377",1,NA,NA,NA,NA,NA,NA,NA
"2378",1,NA,NA,NA,NA,NA,NA,NA
"2379",1,NA,NA,NA,NA,NA,NA,NA
"2380",1,NA,NA,NA,NA,NA,NA,NA
"2381",1,NA,NA,NA,NA,NA,NA,NA
"2382",1,NA,NA,NA,NA,NA,NA,NA
"2383",1,NA,NA,NA,NA,NA,NA,NA
"2384",1,NA,NA,NA,NA,NA,NA,NA
"2385",1,NA,NA,NA,NA,NA,NA,NA
"2386",1,NA,NA,NA,NA,NA,NA,NA
"2387",1,NA,NA,NA,NA,NA,NA,NA
"2388",1,NA,NA,NA,NA,NA,NA,NA
"2389",1,NA,NA,NA,NA,NA,NA,NA
"2390",1,NA,NA,NA,NA,NA,NA,NA
"2391",1,NA,NA,NA,NA,NA,NA,NA
"2392",1,NA,NA,NA,NA,NA,NA,NA
"2393",1,NA,NA,NA,NA,NA,NA,NA
"2394",1,NA,NA,NA,NA,NA,NA,NA
"2395",1,NA,NA,NA,NA,NA,NA,NA
"2396",1,NA,NA,NA,NA,NA,NA,NA
"2397",1,NA,NA,NA,NA,NA,NA,NA
"2398",1,NA,NA,NA,NA,NA,NA,NA
"2399",1,NA,NA,NA,NA,NA,NA,NA
"2400",1,NA,NA,NA,NA,NA,NA,NA
"2401",1,NA,NA,NA,NA,NA,NA,NA
"2402",1,NA,NA,NA,NA,NA,NA,NA
"2403",1,NA,NA,NA,NA,NA,NA,NA
"2404",1,NA,NA,NA,NA,NA,NA,NA
"2405",1,NA,NA,NA,NA,NA,NA,NA
"2406",1,NA,NA,NA,NA,NA,NA,NA
"2407",1,NA,NA,NA,NA,NA,NA,NA
"2408",1,NA,NA,NA,NA,NA,NA,NA
"2409",1,NA,NA,NA,NA,NA,NA,NA
"2410",1,NA,NA,NA,NA,NA,NA,NA
"2411",1,NA,NA,NA,NA,NA,NA,NA
"2412",1,NA,NA,NA,NA,NA,NA,NA
"2413",1,NA,NA,NA,NA,NA,NA,NA
"2414",1,NA,NA,NA,NA,NA,NA,NA
"2415",1,NA,NA,NA,NA,NA,NA,NA
"2416",1,NA,NA,NA,NA,NA,NA,NA
"2417",1,NA,NA,NA,NA,NA,NA,NA
"2418",1,NA,NA,NA,NA,NA,NA,NA
"2419",1,NA,NA,NA,NA,NA,NA,NA
"2420",1,NA,NA,NA,NA,NA,NA,NA
"2421",1,NA,NA,NA,NA,NA,NA,NA
"2422",1,NA,NA,NA,NA,NA,NA,NA
"2423",1,NA,NA,NA,NA,NA,NA,NA
"2424",1,NA,NA,NA,NA,NA,NA,NA
"2425",1,NA,NA,NA,NA,NA,NA,NA
"2426",1,NA,NA,NA,NA,NA,NA,NA
"2427",1,NA,NA,NA,NA,NA,NA,NA
"2428",1,NA,NA,NA,NA,NA,NA,NA
"2429",1,NA,NA,NA,NA,NA,NA,NA
"2430",1,NA,NA,NA,NA,NA,NA,NA
"2431",1,NA,NA,NA,NA,NA,NA,NA
"2432",1,NA,NA,NA,NA,NA,NA,NA
"2433",1,NA,NA,NA,NA,NA,NA,NA
"2434",1,NA,NA,NA,NA,NA,NA,NA
"2435",1,NA,NA,NA,NA,NA,NA,NA
"2436",1,NA,NA,NA,NA,NA,NA,NA
"2437",1,NA,NA,NA,NA,NA,NA,NA
"2438",1,NA,NA,NA,NA,NA,NA,NA
"2439",1,NA,NA,NA,NA,NA,NA,NA
"2440",1,NA,NA,NA,NA,NA,NA,NA
"2441",1,NA,NA,NA,NA,NA,NA,NA
"2442",1,NA,NA,NA,NA,NA,NA,NA
"2443",1,NA,NA,NA,NA,NA,NA,NA
"2444",1,NA,NA,NA,NA,NA,NA,NA
"2445",1,NA,NA,NA,NA,NA,NA,NA
"2446",1,NA,NA,NA,NA,NA,NA,NA
"2447",1,NA,NA,NA,NA,NA,NA,NA
"2448",1,NA,NA,NA,NA,NA,NA,NA
"2449",1,NA,NA,NA,NA,NA,NA,NA
"2450",1,NA,NA,NA,NA,NA,NA,NA
"2451",1,NA,NA,NA,NA,NA,NA,NA
"2452",1,159,250.529693603516,179,96,315014.28125,243,201
"2453",1,159,250.529693603516,179,96,315014.28125,243,201
"2454",1,159,250.529693603516,179,96,315014.28125,243,201
"2455",1,159,250.529693603516,179,96,315014.28125,243,201
"2456",1,NA,NA,NA,NA,NA,NA,NA
"2457",1,NA,NA,NA,NA,NA,NA,NA
"2458",1,NA,NA,NA,NA,NA,NA,NA
"2459",1,NA,NA,NA,NA,NA,NA,NA
"2460",1,NA,NA,NA,NA,NA,NA,NA
"2461",1,NA,NA,NA,NA,NA,NA,NA
"2462",1,NA,NA,NA,NA,NA,NA,NA
"2463",1,NA,NA,NA,NA,NA,NA,NA
"2464",1,NA,NA,NA,NA,NA,NA,NA
"2465",1,NA,NA,NA,NA,NA,NA,NA
"2466",1,NA,NA,NA,NA,NA,NA,NA
"2467",1,NA,NA,NA,NA,NA,NA,NA
"2468",1,NA,NA,NA,NA,NA,NA,NA
"2469",1,NA,NA,NA,NA,NA,NA,NA
"2470",1,NA,NA,NA,NA,NA,NA,NA
"2471",1,NA,NA,NA,NA,NA,NA,NA
"2472",1,NA,NA,NA,NA,NA,NA,NA
"2473",1,NA,NA,NA,NA,NA,NA,NA
"2474",1,NA,NA,NA,NA,NA,NA,NA
"2475",1,NA,NA,NA,NA,NA,NA,NA
"2476",1,NA,NA,NA,NA,NA,NA,NA
"2477",1,NA,NA,NA,NA,NA,NA,NA
"2478",1,NA,NA,NA,NA,NA,NA,NA
"2479",1,NA,NA,NA,NA,NA,NA,NA
"2480",1,NA,NA,NA,NA,NA,NA,NA
"2481",1,NA,NA,NA,NA,NA,NA,NA
"2482",1,124,94.0001831054688,181,225,430047.65625,244,203
"2483",1,NA,NA,NA,NA,NA,NA,NA
"2484",1,NA,NA,NA,NA,NA,NA,NA
"2485",1,NA,NA,NA,NA,NA,NA,NA
"2486",1,NA,NA,NA,NA,NA,NA,NA
"2487",1,NA,NA,NA,NA,NA,NA,NA
"2488",1,NA,NA,NA,NA,NA,NA,NA
"2489",1,NA,NA,NA,NA,NA,NA,NA
"2490",1,NA,NA,NA,NA,NA,NA,NA
"2491",1,NA,NA,NA,NA,NA,NA,NA
"2492",1,NA,NA,NA,NA,NA,NA,NA
"2493",1,NA,NA,NA,NA,NA,NA,NA
"2494",1,NA,NA,NA,NA,NA,NA,NA
"2495",1,NA,NA,NA,NA,NA,NA,NA
"2496",1,NA,NA,NA,NA,NA,NA,NA
"2497",1,NA,NA,NA,NA,NA,NA,NA
"2498",1,NA,NA,NA,NA,NA,NA,NA
"2499",1,NA,NA,NA,NA,NA,NA,NA
"2500",1,NA,NA,NA,NA,NA,NA,NA
"2501",1,NA,NA,NA,NA,NA,NA,NA
"2502",1,NA,NA,NA,NA,NA,NA,NA
"2503",1,NA,NA,NA,NA,NA,NA,NA
"2504",1,NA,NA,NA,NA,NA,NA,NA
"2505",1,NA,NA,NA,NA,NA,NA,NA
"2506",1,NA,NA,NA,NA,NA,NA,NA
"2507",1,NA,NA,NA,NA,NA,NA,NA
"2508",1,NA,NA,NA,NA,NA,NA,NA
"2509",1,NA,NA,NA,NA,NA,NA,NA
"2510",1,NA,NA,NA,NA,NA,NA,NA
"2511",1,NA,NA,NA,NA,NA,NA,NA
"2512",1,NA,NA,NA,NA,NA,NA,NA
"2513",1,NA,NA,NA,NA,NA,NA,NA
"2514",1,NA,NA,NA,NA,NA,NA,NA
"2515",1,NA,NA,NA,NA,NA,NA,NA
"2516",1,NA,NA,NA,NA,NA,NA,NA
"2517",1,NA,NA,NA,NA,NA,NA,NA
"2518",1,NA,NA,NA,NA,NA,NA,NA
"2519",1,NA,NA,NA,NA,NA,NA,NA
"2520",1,NA,NA,NA,NA,NA,NA,NA
"2521",1,NA,NA,NA,NA,NA,NA,NA
"2522",1,NA,NA,NA,NA,NA,NA,NA
"2523",1,NA,NA,NA,NA,NA,NA,NA
"2524",1,NA,NA,NA,NA,NA,NA,NA
"2525",1,NA,NA,NA,NA,NA,NA,NA
"2526",1,NA,NA,NA,NA,NA,NA,NA
"2527",1,NA,NA,NA,NA,NA,NA,NA
"2528",1,NA,NA,NA,NA,NA,NA,NA
"2529",1,NA,NA,NA,NA,NA,NA,NA
"2530",1,NA,NA,NA,NA,NA,NA,NA
"2531",1,NA,NA,NA,NA,NA,NA,NA
"2532",1,NA,NA,NA,NA,NA,NA,NA
"2533",1,NA,NA,NA,NA,NA,NA,NA
"2534",1,NA,NA,NA,NA,NA,NA,NA
"2535",1,NA,NA,NA,NA,NA,NA,NA
"2536",1,NA,NA,NA,NA,NA,NA,NA
"2537",1,NA,NA,NA,NA,NA,NA,NA
"2538",1,NA,NA,NA,NA,NA,NA,NA
"2539",1,NA,NA,NA,NA,NA,NA,NA
"2540",1,NA,NA,NA,NA,NA,NA,NA
"2541",1,NA,NA,NA,NA,NA,NA,NA
"2542",1,NA,NA,NA,NA,NA,NA,NA
"2543",1,NA,NA,NA,NA,NA,NA,NA
"2544",1,NA,NA,NA,NA,NA,NA,NA
"2545",1,NA,NA,NA,NA,NA,NA,NA
"2546",1,NA,NA,NA,NA,NA,NA,NA
"2547",1,NA,NA,NA,NA,NA,NA,NA
"2548",1,NA,NA,NA,NA,NA,NA,NA
"2549",1,NA,NA,NA,NA,NA,NA,NA
"2550",1,NA,NA,NA,NA,NA,NA,NA
"2551",1,NA,NA,NA,NA,NA,NA,NA
"2552",1,NA,NA,NA,NA,NA,NA,NA
"2553",1,NA,NA,NA,NA,NA,NA,NA
"2554",1,157,297.999908447266,320,103,348265,245,214
"2555",1,159,250.529693603516,179,96,315014.28125,243,201
"2556",1,159,250.529693603516,179,96,315014.28125,243,201
"2557",1,159,250.529693603516,179,96,315014.28125,243,201
"2558",1,159,250.529693603516,179,96,315014.28125,243,201
"2559",1,54,185.105087280273,187,221,522572.96875,266,214
"2560",1,NA,NA,NA,NA,NA,NA,NA
"2561",1,NA,NA,NA,NA,NA,NA,NA
"2562",1,NA,NA,NA,NA,NA,NA,NA
"2563",1,1257,126.060440063477,273,200,191119.078125,180,137
"2564",1,NA,NA,NA,NA,NA,NA,NA
"2565",1,NA,NA,NA,NA,NA,NA,NA
"2566",1,NA,NA,NA,NA,NA,NA,NA
"2567",1,NA,NA,NA,NA,NA,NA,NA
"2568",1,NA,NA,NA,NA,NA,NA,NA
"2569",1,NA,NA,NA,NA,NA,NA,NA
"2570",1,NA,NA,NA,NA,NA,NA,NA
"2571",1,NA,NA,NA,NA,NA,NA,NA
"2572",1,NA,NA,NA,NA,NA,NA,NA
"2573",1,NA,NA,NA,NA,NA,NA,NA
"2574",1,NA,NA,NA,NA,NA,NA,NA
"2575",1,NA,NA,NA,NA,NA,NA,NA
"2576",1,NA,NA,NA,NA,NA,NA,NA
"2577",1,NA,NA,NA,NA,NA,NA,NA
"2578",1,NA,NA,NA,NA,NA,NA,NA
